# 43 windows of real detrended PPG, captured from the wrist overnight 2026-08-08 --
# the first night the capture path reached the phone (a u8 sample count could not
# express 256, so every earlier window was discarded as malformed).
# truth_bpm is the dominant spectral peak in 30-214 bpm, computed independently of
# the autocorrelation the estimator uses, so it cannot rubber-stamp the estimator's
# own mistakes. It is not an ECG; treat a disagreement as a question, not a verdict.
# Samples are int8, already detrended and scaled by the firmware.
time,truth_bpm,samples
2026-08-08 05:47:31,54,-76 -72 -67 -39 -79 -70 -86 -98 -65 -73 -81 -64 -52 -56 -71 -51 -63 -50 -54 -22 -54 -41 -49 -17 -20 8 -12 5 -31 9 -14 6 -6 3 -17 -29 8 0 -4 9 -23 -3 1 -18 -14 6 -13 -5 -5 12 8 12 21 41 9 6 14 42 31 23 27 20 24 24 17 33 33 17 14 26 26 27 11 19 44 36 32 53 25 37 26 26 26 15 23 31 15 24 4 20 17 25 13 14 22 18 35 31 39 40 44 56 61 61 53 70 66 66 75 75 87 59 80 32 52 61 49 57 54 38 34 47 51 35 40 36 32 49 49 57 38 46 62 50 47 39 51 76 56 28 41 21 9 22 6 10 -13 -9 -1 -12 -28 -16 -27 -7 1 -22 -30 -30 -22 -9 -33 -9 -8 -8 -12 -15 -11 -27 -42 -18 -54 -41 -49 -49 -56 -44 -56 -56 -51 -55 -59 -42 -54 -46 -37 -53 -37 -52 -8 -44 -11 -31 -3 -30 -30 -22 -53 -21 -33 -32 -24 -32 -24 -31 -27 -47 -30 -22 -2 -17 -37 -21 -28 -20 -24 -11 -19 -11 10 -14 22 11 -1 3 7 -12 -8 0 -3 -19 -27 -6 -26 -10 -17 -13 -17 -12 -4 8 9 -11 -7 6 22 14 11 43 15 35 20 20 12 5 -7 17
2026-08-08 05:57:17,58,-35 -27 -19 -15 -24 -4 -12 -32 -24 -5 -5 7 19 15 14 -2 22 14 26 33 -7 -11 -7 -8 -4 -12 -8 0 -17 -9 -9 11 3 -18 -10 -6 2 -10 5 21 13 33 12 48 32 52 28 11 11 11 7 7 10 2 22 -2 22 -3 21 33 1 5 16 24 28 48 39 43 39 55 75 42 62 50 70 42 33 25 13 29 41 28 20 24 12 12 7 11 19 -5 10 18 2 18 30 13 21 21 9 17 16 12 12 8 -32 -1 -29 -21 3 -30 -26 -34 -34 -14 -39 -43 -31 -15 -39 -36 -28 -24 -28 -28 -21 -21 3 -29 -13 -42 -38 -42 -30 -31 -43 -43 -51 -35 -64 -28 -28 -24 -32 -41 -17 -17 11 -9 14 -6 14 10 1 1 -19 -31 -19 -12 -36 -32 -8 -12 -37 -25 -33 -41 -21 -18 -22 -26 -22 -18 -31 -31 -11 -23 -16 -16 -20 -48 -36 -45 -33 -53 -37 -41 -38 -34 -26 -30 -46 -43 -31 -47 -23 -27 -44 -36 -32 -16 -21 -9 -37 -13 -25 -26 -42 -62 -58 -46 -19 -19 -3 -23 5 0 -12 4 20 -1 3 3 27 27 46 26 50 42 62 41 21 29 33 45 8 52 36 32 51 47 39 31 55 26 46 50 42 54 53 53 45 45 49 56 56 76
2026-08-08 06:09:49,54,-21 -26 -28 -27 -32 -35 -31 -32 -37 -30 -35 -24 -21 -20 -17 -12 -12 -4 -1 8 11 20 19 25 22 9 -6 -22 -28 -31 -37 -39 -39 -37 -39 -38 -44 -46 -45 -41 -38 -35 -35 -28 -31 -22 -21 -17 -17 -4 4 5 7 5 2 -25 -27 -36 -36 -32 -30 -30 -24 -29 -28 -23 -18 -17 -15 -6 -1 -1 4 9 16 18 20 30 42 42 47 52 42 29 11 8 -2 2 0 2 7 0 2 5 1 4 13 10 14 22 24 28 37 36 44 48 49 60 67 72 76 61 50 31 29 19 22 18 27 19 18 13 10 14 15 21 23 25 30 28 33 35 40 49 48 46 59 61 60 52 32 24 9 3 8 10 3 4 -1 -5 -8 -2 1 -5 0 9 6 8 23 17 24 32 32 42 40 32 15 5 -1 -2 -7 -2 -4 -6 -8 -7 -11 -4 -6 -7 -1 5 1 4 10 15 20 23 26 33 36 30 18 2 -9 -12 -20 -13 -17 -18 -14 -21 -25 -23 -27 -20 -22 -9 -7 -6 -8 -2 0 12 11 13 22 18 22 14 4 -8 -19 -25 -28 -31 -32 -34 -37 -41 -37 -41 -42 -44 -33 -35 -33 -35 -26 -25 -21 -19 -12 -7 -2 -2 -9 -23 -31 -35 -43 -41 -41 -38 -38 -36
2026-08-08 06:19:50,56,-18 -18 -8 -20 -18 -22 -19 -35 -25 -15 -13 -15 -1 -4 4 8 18 22 36 38 53 59 53 69 67 53 18 2 -14 -18 -20 -20 -20 -25 -23 -23 -29 -35 -35 -17 -20 -16 -12 -4 -6 -12 0 -1 27 17 27 31 47 23 -10 -32 -36 -42 -42 -26 -26 -15 -37 -23 -27 -23 -15 -21 -4 -2 14 20 32 40 39 53 55 67 61 33 17 -8 -18 -24 -26 -14 -22 -20 -13 -31 -31 -31 -27 -21 -21 4 -4 14 12 16 24 36 41 49 53 71 73 51 19 -6 2 -12 -6 2 -6 -9 -15 -15 -17 -21 -17 -17 -10 2 -2 -8 -4 8 18 29 25 23 41 47 29 7 -24 -40 -44 -38 -38 -38 -28 -33 -33 -41 -39 -33 -29 -25 -16 -18 -8 0 10 18 28 29 45 37 11 -11 -35 -30 -42 -30 -22 -20 -32 -30 -31 -31 -25 -27 -9 -17 1 2 16 10 20 30 30 40 49 51 41 7 -5 -7 -25 -32 -32 -24 -18 -24 -28 -38 -25 -33 -21 -15 -13 -9 -1 18 22 32 44 44 42 60 63 67 51 27 -3 -17 -20 -8 -18 -20 -24 -22 -26 -25 -29 -21 -17 -13 -19 -3 4 -4 10 8 18 24 34 43 39 13 5 -25 -17 -23 -20 -12 -6 0 -8 -8 6 7 13 21
2026-08-08 06:37:05,49,94 84 75 74 73 76 58 81 76 63 57 80 99 78 76 71 62 49 12 10 5 20 19 21 12 7 26 16 27 10 13 24 26 29 4 -5 -23 -28 -33 -22 -20 -33 -34 -11 -28 -30 -27 -28 -13 -11 -4 -17 -22 4 -33 -38 -35 -44 -30 -51 -44 -45 -47 -48 -37 -54 -48 -37 -54 -27 -28 6 -31 -52 -53 -51 -64 -57 -54 -52 -65 -54 -39 -76 -38 -23 -20 -25 -27 -20 -17 -26 -28 -37 -58 -39 -48 -62 -55 -24 -33 -51 -52 -45 -34 -28 3 -10 5 16 -22 -43 -44 -53 -39 -52 -53 -34 -44 -29 -30 -11 -21 -22 1 -16 3 13 -4 -9 -22 -36 -37 -38 -19 -24 -18 -23 -20 -37 -23 -20 -25 -10 -4 3 14 37 32 18 29 16 31 53 44 39 50 72 67 54 45 31 6 13 20 11 13 4 11 34 20 15 26 17 27 38 17 44 27 53 36 67 62 52 71 58 41 39 26 13 8 23 13 40 23 -2 32 11 26 25 7 22 21 24 15 17 28 27 34 24 39 50 33 35 30 13 8 19 17 8 -1 -6 4 3 2 13 -1 2 -3 24 11 -3 24 -5 -2 16 19 14 -3 -13 -18 -27 -32 -33 -39 -40 -53 -46 -40 -57 -50 -27 -57 -26 -31 -44
2026-08-08 06:49:50,58,78 64 46 24 8 -3 -5 -11 -19 -17 -9 -19 -14 0 -8 4 2 4 20 22 33 39 35 45 41 55 67 60 80 68 42 28 18 4 1 -5 3 -5 -1 -7 3 7 -2 -8 2 0 4 4 14 23 21 29 35 45 55 27 14 -8 -18 -20 -28 -24 -36 -29 -29 -31 -35 -31 -19 -21 -13 -12 -10 -6 -2 18 22 26 31 43 51 29 7 -11 -13 -26 -30 -34 -26 -24 -28 -36 -33 -33 -29 -41 -25 -21 -23 -15 -16 2 12 20 18 32 40 31 11 -13 -17 -51 -45 -35 -50 -44 -40 -40 -40 -56 -54 -46 -33 -47 -25 -27 -19 -13 7 -4 6 10 4 10 -20 -30 -47 -41 -43 -45 -41 -37 -51 -42 -36 -44 -42 -26 -26 -22 -22 -13 -3 9 15 13 25 9 -2 -20 -48 -42 -44 -44 -34 -35 -41 -41 -37 -39 -41 -37 -32 -26 -10 -4 -10 10 10 18 17 31 39 47 43 29 13 -6 -16 -18 -26 -22 -24 -8 -15 -23 -23 -21 -13 -11 -9 3 8 12 18 30 32 42 48 47 65 67 61 41 25 7 2 0 12 0 10 2 0 3 9 11 11 11 13 21 19 34 36 38 52 64 62 46 37 19 1 -3 -5 -1 5 -4 0 -10 2 -12 -10 8 11 19 19 29
2026-08-08 06:59:42,56,7 5 11 19 29 39 55 59 71 79 77 67 59 43 47 39 47 49 47 45 57 31 37 37 39 33 45 41 53 51 45 57 55 57 61 57 51 37 25 11 3 5 -7 -3 -3 -1 -9 -11 -13 -7 -13 -21 -11 -13 -11 1 1 -1 11 9 13 15 15 15 9 -11 -21 -35 -51 -43 -61 -47 -45 -55 -51 -55 -55 -61 -53 -57 -53 -57 -45 -43 -33 -29 -23 -17 -13 -17 -27 -35 -51 -57 -49 -47 -32 -29 -32 -37 -26 -26 -14 -20 -16 -10 -12 -2 6 4 12 12 22 16 16 0 -12 -16 -44 -48 -32 -40 -40 -46 -40 -40 -40 -34 -42 -36 -32 -40 -24 -20 -36 -16 -14 -22 -10 -14 -6 -6 0 -20 -36 -48 -60 -56 -60 -68 -48 -62 -54 -66 -56 -62 -64 -54 -56 -56 -50 -58 -42 -42 -42 -38 -24 -28 -14 -8 -2 -26 -24 -40 -38 -40 -36 -28 -24 -8 -8 -6 -8 4 12 8 14 30 30 34 46 44 46 54 52 68 68 70 56 44 26 20 12 22 22 22 18 18 16 10 4 14 14 20 20 18 18 24 32 36 42 40 52 52 54 56 60 62 48 46 32 12 6 20 2 6 2 10 -4 4 -8 0 -2 4 2 4 10 2 10 18 26 22 18 40 44 48
2026-08-08 07:09:08,72,22 23 17 20 22 27 26 32 32 38 41 39 50 48 43 34 23 17 8 8 4 4 3 2 0 2 1 -5 1 1 -2 4 8 12 13 16 14 18 22 24 27 25 19 15 4 -5 -6 -13 -13 -13 -19 -19 -15 -20 -18 -14 -19 -9 -8 -9 -6 -4 -5 0 8 12 1 -3 -7 -20 -19 -18 -30 -27 -31 -24 -30 -29 -30 -27 -27 -28 -23 -18 -19 -17 -16 -12 -16 -19 -28 -33 -35 -43 -39 -40 -36 -29 -35 -31 -30 -27 -26 -26 -23 -21 -19 -17 -9 -16 -16 -30 -35 -34 -35 -41 -37 -37 -37 -32 -35 -35 -32 -26 -25 -23 -18 -17 -14 -21 -27 -31 -32 -33 -35 -29 -33 -33 -32 -23 -24 -20 -17 -12 -5 -2 3 -5 -6 -14 -6 -15 -9 -11 -7 -5 0 3 3 8 6 16 15 25 27 30 33 43 43 42 46 36 41 32 38 40 40 39 44 48 40 45 44 50 50 61 57 55 60 58 56 55 58 44 44 41 47 40 39 36 37 31 36 39 32 34 34 37 39 42 40 30 32 18 12 9 6 4 -1 -4 -3 -5 -10 -6 -9 -8 -9 -10 -12 -6 -8 -10 -6 -12 -3 -2 -5 0 -3 4 4 -1 -2 -14 -24 -33 -39 -47 -51 -57 -59 -67 -70 -75 -82 -83
2026-08-08 07:29:49,60,41 61 49 29 -16 -8 -12 -20 -36 -24 -41 -33 -25 -33 -17 -30 -14 -22 -26 -2 -15 1 5 9 17 41 28 36 24 -8 -4 -37 -37 -29 -49 -25 -53 -38 -42 -46 -46 -30 -11 -19 -11 -15 9 -3 28 16 40 32 48 35 27 27 -1 7 -6 -10 6 -22 -14 -6 1 5 -19 -7 -27 4 12 20 20 36 32 47 47 55 47 67 82 54 62 10 -6 14 9 -7 5 1 21 12 0 8 24 24 36 23 43 51 35 75 58 42 66 66 46 41 -3 17 13 -7 -7 -12 -4 8 -24 -12 -25 -21 -13 7 -1 15 10 38 38 22 46 29 45 33 -3 -7 -11 -40 -36 -52 -36 -56 -53 -49 -45 -37 -45 -34 -26 -22 -22 -14 -14 -7 1 -11 13 13 0 -36 -60 -64 -72 -73 -65 -45 -65 -73 -77 -70 -46 -54 -50 -34 -43 -27 -23 1 -11 1 16 12 20 0 -12 -49 -45 -41 -41 -29 -41 -22 -18 -38 -38 -22 -23 -3 -3 17 17 12 44 36 48 12 12 -21 -5 -13 -17 -29 -17 -6 6 -14 -14 -10 5 17 13 17 29 44 32 56 56 36 20 -9 -29 -29 -41 -41 -26 -22 -18 -14 -18 -15 -15 5 5 17 21 40 44 52 60 44 67 83 63 59 35 11 18 -2
2026-08-08 07:37:07,60,21 24 21 19 19 17 16 15 14 15 15 13 13 15 16 14 15 16 17 19 15 20 17 17 12 12 9 7 7 4 5 5 5 5 2 2 3 3 3 5 4 5 5 4 5 6 6 6 5 4 -1 -2 0 -4 -1 -5 -2 -3 -4 -2 -3 -5 -2 -3 -3 -5 0 -2 1 2 2 2 4 0 -1 -3 -5 -4 -8 -9 -4 -6 -9 -4 -6 -6 -7 -6 -6 -5 -4 -8 -6 -6 -5 1 -2 -1 -3 -3 -5 -8 -9 -10 -12 -9 -9 -10 -11 -11 -11 -10 -9 -11 -10 -8 -8 -6 -4 -4 -7 -7 -4 -2 -7 -7 -10 -9 -10 -11 -10 -11 -12 -11 -11 -13 -12 -13 -14 -12 -9 -8 -9 -8 -10 -9 -10 -11 -13 -15 -14 -17 -14 -16 -15 -17 -17 -18 -18 -16 -17 -18 -16 -14 -14 -14 -13 -9 -12 -12 -14 -12 -12 -14 -17 -17 -20 -18 -20 -18 -19 -21 -22 -20 -19 -21 -20 -17 -19 -21 -20 -17 -20 -11 -9 -5 -2 -3 -6 -5 -6 -6 -2 -4 -2 0 -1 -2 -1 -1 -1 2 2 3 4 3 7 9 8 8 6 4 4 6 6 7 5 7 8 5 7 8 7 9 10 8 12 9 11 6 3 1 6 6 11 15 20 24 32 40 48 55 63 72 77 83
2026-08-08 07:47:43,62,62 31 20 1 -5 -16 -13 -26 -31 -35 -28 -27 -22 -14 -13 -20 -29 -32 -44 -65 -56 -45 -34 -34 -41 -44 -47 -50 -46 -37 -32 -23 -18 -20 -15 -36 -35 -46 -54 -43 -50 -47 -47 -44 -45 -38 -25 -27 -16 -9 -14 -7 -13 -14 -35 -44 -43 -37 -36 -39 -36 -41 -25 -32 -17 -26 -10 -7 0 11 -2 4 -7 -18 -13 -30 -18 -11 -16 -11 -14 -10 -21 -10 -7 -8 12 13 22 27 12 16 -3 -6 -9 -13 -8 -5 -12 -7 -9 2 3 6 7 13 22 21 30 27 45 34 49 62 65 73 66 61 40 39 27 30 19 16 22 19 24 27 24 30 35 44 47 48 46 49 56 69 70 70 85 90 73 54 48 45 40 43 48 36 31 34 25 31 24 37 42 33 47 60 61 64 81 91 94 89 94 81 77 72 55 66 57 53 50 47 32 46 33 40 37 50 50 49 52 55 66 80 77 72 71 52 36 17 10 5 4 10 3 -12 -5 4 8 -7 2 3 9 12 19 18 25 23 30 35 12 -3 -17 -28 -35 -48 -51 -45 -58 -57 -52 -61 -69 -58 -49 -46 -53 -43 -28 -31 -26 -14 -19 -30 -45 -64 -80 -81 -92 -93 -102 -106 -111 -116 -119 -114 -120 -119 -112 -105 -108 -96
2026-08-08 08:08:12,61,-46 -33 -32 -23 -18 -9 -4 -10 -5 8 13 14 19 28 25 46 31 48 53 67 36 25 6 31 20 21 14 15 12 13 7 24 5 6 3 16 29 38 43 48 41 54 52 37 46 59 36 21 30 3 16 1 6 23 -7 10 -13 0 -3 -10 -1 -8 -3 10 35 13 14 31 40 29 14 -21 -20 -7 -26 -13 -4 -30 -25 -32 -15 -34 -29 -24 -23 -26 -21 -12 -2 -1 -4 5 22 11 8 -11 -38 -29 -32 -31 -25 -52 -59 -58 -49 -52 -31 -38 -25 -20 -31 2 -24 -7 -2 19 -12 -15 18 7 0 -31 -22 -28 -39 -58 -45 -24 -19 -42 -29 -28 -19 -30 -21 -7 -22 -25 -16 -11 -2 11 -16 5 30 7 -8 2 -29 -4 -31 -18 -21 -20 -35 -26 -45 -32 -3 -9 0 -7 -18 -25 -12 -11 22 3 20 13 3 -12 -31 -42 -21 -60 -51 -34 -29 -24 -31 -30 -40 -11 -18 -13 -12 -3 10 19 12 45 30 -9 -7 -2 -29 -24 -31 -10 -33 4 -23 -26 -5 -7 -2 -1 -4 -3 18 7 28 13 10 47 28 22 3 -4 -15 -30 -13 -8 -27 -2 -17 -4 -31 11 8 21 26 11 44 25 54 31 64 77 79 64 41 46 23 20 13 14 19 28 21 30 40 37 54 39
2026-08-08 08:18:16,57,-11 -7 -3 -7 -5 -3 -16 0 -16 -20 -28 -18 -18 -19 -13 -23 -19 -15 -21 -26 -24 -16 -10 -14 -2 -12 -17 -3 -9 9 -1 -3 -14 -16 -22 -16 -20 -20 -24 -19 -15 -17 -35 -21 -21 -16 -22 -12 -8 -12 -4 -8 -1 -7 -1 1 -5 -15 -25 -24 -22 -18 -22 -30 -12 -21 -27 -29 -13 -27 -27 -17 -22 -16 -22 -14 -8 -14 -11 3 -3 -3 -3 -3 -7 -14 -6 -12 -12 -16 -22 -5 -11 -9 -13 -7 -13 -9 -2 10 16 14 10 14 17 17 17 15 9 5 9 2 14 12 4 10 8 19 9 13 9 25 23 25 26 36 26 32 34 36 35 43 37 35 33 29 31 26 18 14 26 28 30 35 29 21 35 41 37 37 42 42 46 40 44 40 43 53 57 61 53 57 41 40 34 36 38 32 48 39 31 31 23 37 31 39 30 32 30 32 36 32 41 29 41 45 49 45 39 40 32 16 16 20 6 3 7 1 1 3 9 3 2 -2 4 6 0 10 3 13 7 5 13 15 11 -8 -16 -30 -24 -28 -42 -26 -47 -33 -33 -49 -35 -41 -28 -36 -42 -36 -48 -40 -34 -39 -29 -29 -35 -35 -15 -30 -42 -40 -60 -62 -70 -58 -59 -63 -59 -65 -57 -63 -62 -68
2026-08-08 08:29:50,56,-14 -20 -35 -37 -49 -43 -47 -51 -51 -55 -49 -51 -41 -31 -31 -17 -13 -3 -1 15 19 15 31 43 41 59 61 41 15 1 -3 -17 -17 -19 -27 -27 -21 -29 -29 -11 -9 -5 -6 6 16 22 30 34 46 54 64 62 66 60 54 34 22 6 6 4 -8 4 -2 4 -8 0 4 2 8 8 8 18 20 32 40 36 42 46 56 42 16 2 -13 -19 -35 -43 -29 -41 -51 -39 -45 -39 -37 -41 -31 -27 -19 -13 -9 -7 19 11 23 29 21 37 45 61 45 27 7 -11 -17 -37 -41 -39 -37 -27 -33 -41 -47 -42 -32 -20 -20 -8 0 0 14 16 22 40 36 44 48 56 50 40 16 -2 -8 -14 -22 -12 -20 -20 -14 -20 -22 -22 -18 -14 -6 4 16 18 26 24 34 36 48 39 25 -5 -9 -25 -29 -29 -29 -25 -27 -27 -33 -31 -23 -31 -17 -7 3 5 3 15 29 29 35 43 55 47 31 9 -7 -21 -35 -33 -25 -41 -37 -37 -41 -39 -37 -34 -20 -26 -8 -16 8 10 22 30 28 40 50 54 48 50 40 10 4 -10 -12 -20 -26 -30 -20 -20 -16 -10 -20 -18 -6 2 8 10 12 26 24 36 44 44 44 27 11 -7 -11 -15 -25 -23 -19 -27 -27 -37 -39 -33 -29 -13
2026-08-08 08:39:50,58,6 8 12 14 18 28 24 18 0 -18 -34 -36 -36 -36 -34 -34 -38 -40 -27 -35 -17 -17 -17 1 5 1 13 25 27 35 41 51 51 61 65 71 65 49 28 30 6 8 6 -2 12 10 6 2 6 14 8 18 28 18 30 40 48 46 59 59 67 65 79 81 71 61 47 35 13 9 9 -3 7 -1 3 -1 3 6 4 10 6 22 18 26 40 42 42 48 52 46 34 18 14 -12 -18 -32 -22 -33 -27 -39 -39 -27 -33 -37 -27 -35 -17 -9 -19 -17 -7 3 -3 11 9 1 -12 -22 -48 -54 -68 -66 -64 -72 -62 -68 -66 -66 -66 -52 -60 -48 -44 -28 -34 -28 -19 -17 -9 1 -7 11 11 19 -7 -33 -41 -47 -63 -59 -55 -65 -65 -57 -65 -64 -58 -50 -38 -40 -34 -30 -24 -26 -8 -12 -2 0 -18 -24 -44 -58 -70 -68 -68 -65 -63 -67 -67 -65 -53 -49 -43 -37 -25 -9 -23 -5 1 13 15 19 23 37 29 8 0 -12 -32 -42 -34 -38 -36 -32 -30 -28 -22 -20 -18 -4 4 -4 12 18 27 29 31 43 47 55 57 55 63 55 57 39 35 19 15 15 1 15 3 12 12 6 16 10 28 30 40 46 46 62 64 70 66 86 88 84 64 48 36 31 29 23
2026-08-08 08:48:25,51,-73 -58 -70 -56 -46 -41 -43 -31 -21 -25 -22 -12 -6 2 10 9 11 5 -13 -39 -30 -40 -38 -36 -37 -41 -41 -41 -33 -30 -32 -24 -26 -12 -15 7 1 7 21 20 24 26 32 21 11 5 -23 -19 -26 -32 -34 -22 -32 -21 -27 -23 -11 -3 -8 8 14 16 25 33 41 35 39 52 54 66 66 72 77 55 35 23 12 2 6 6 2 13 1 17 1 15 8 18 24 22 34 35 31 37 49 48 50 62 56 66 71 85 63 53 25 16 -4 0 -8 -7 1 -13 -21 -19 0 -6 -8 4 10 9 11 13 23 21 36 36 26 34 33 21 -3 -7 -25 -38 -44 -28 -34 -46 -33 -37 -47 -45 -31 -32 -26 -20 -10 1 1 7 13 11 22 32 32 46 34 45 41 23 7 -8 -16 -16 -44 -34 -41 -47 -35 -39 -41 -42 -36 -34 -38 -24 -21 -5 -1 -1 0 20 12 8 20 31 25 31 35 43 54 50 38 6 -4 -13 -13 -23 -23 -28 -32 -24 -22 -30 -23 -23 -21 -13 -13 -6 6 0 6 10 13 13 19 23 20 32 36 40 40 43 45 37 17 3 -24 -32 -36 -38 -49 -39 -35 -45 -47 -38 -40 -32 -36 -36 -13 -15 -5 -17 -5 -2 6 2 10 15 13 -7 -17 -43
2026-08-08 08:57:11,63,-35 -45 -31 -33 -41 -31 -39 -44 -42 -26 -20 -24 -22 -18 -14 -14 -13 -23 -27 -33 -37 -29 -41 -27 -25 -28 -24 -22 -20 -8 -14 -12 -6 -7 -5 -3 -5 -7 -11 -19 -23 -33 -34 -24 -36 -32 -28 -26 -38 -32 -33 -29 -27 -19 -17 -19 -9 -11 -5 -4 -6 6 6 6 -6 -20 -6 -8 -13 -17 -11 -17 -23 -15 -17 -15 -10 -2 -8 -8 -12 -4 4 12 8 3 11 9 13 21 13 3 1 3 -2 18 -8 -4 8 6 12 18 15 21 19 23 29 35 39 31 41 38 42 42 44 42 36 30 30 20 35 29 29 29 39 39 33 33 34 30 42 52 30 48 44 54 52 49 53 45 41 47 37 41 33 42 38 30 50 40 38 46 38 46 49 45 51 45 53 45 49 37 33 26 38 28 34 40 42 24 32 37 31 37 39 27 43 35 43 43 48 50 52 40 38 16 24 12 11 5 -3 9 9 7 -1 -7 -9 4 -2 12 -6 -2 14 10 12 16 -13 -15 -27 -17 -25 -37 -29 -37 -40 -28 -22 -36 -34 -32 -24 -32 -34 -29 -23 -17 -15 -21 -31 -37 -61 -45 -54 -56 -50 -56 -58 -48 -56 -52 -53 -57 -43 -43 -43 -41 -33 -39 -35 -54 -42 -58 -52 -58 -64 -70
2026-08-08 09:07:07,66,-6 -8 -8 -8 -10 -10 -9 -8 -8 -7 -10 -6 -5 -1 -2 -1 3 3 7 3 2 -5 -5 -6 -6 -9 -8 -8 -9 -8 -9 -4 -7 -6 -4 -3 -3 1 2 2 4 6 3 3 -1 -4 -4 -2 -4 -4 -2 -5 -5 -3 -2 -3 0 1 4 7 7 8 9 12 11 7 5 1 2 2 3 2 3 -1 0 1 0 5 6 7 9 7 10 13 10 5 4 1 -2 -4 -4 -4 -5 -5 -5 -5 -6 -4 -4 -2 1 0 3 3 4 7 6 4 0 -5 -6 -8 -7 -10 -9 -13 -12 -9 -10 -9 -10 -6 -5 -5 -2 0 2 3 4 5 5 0 -2 -4 -4 -7 -9 -9 -7 -9 -8 -7 -4 -3 -1 -1 0 2 5 5 9 9 11 10 7 4 1 0 2 0 1 2 4 4 6 5 4 6 8 12 10 12 16 14 13 13 10 10 4 4 4 3 4 5 2 2 1 3 5 5 5 8 8 11 15 13 16 17 14 11 4 2 0 0 1 -1 -3 -4 -1 -2 -4 -2 -1 0 -2 2 4 3 6 9 9 13 11 9 6 6 1 -3 -2 -2 -6 -5 -4 -6 -6 -5 -3 -2 -1 0 2 4 5 0 -2 -4 -2 -6 -9 -14 -20 -27 -32 -42 -56 -77
2026-08-08 09:37:20,84,60 61 64 66 64 63 51 36 25 13 3 4 -1 1 -10 -9 -9 -8 -16 -9 -7 -9 -9 -12 -9 -24 -34 -35 -39 -43 -39 -38 -38 -38 -39 -33 -33 -29 -23 -23 -18 -15 -12 -22 -32 -38 -43 -46 -41 -37 -42 -41 -36 -34 -30 -31 -24 -18 -17 -12 -6 -6 -13 -30 -25 -33 -37 -33 -33 -34 -31 -32 -31 -27 -27 -22 -21 -21 -12 -14 -15 -22 -26 -29 -31 -30 -31 -31 -26 -23 -18 -20 -14 -6 5 7 12 23 32 29 25 25 21 22 24 26 26 30 31 37 40 46 48 50 59 56 63 61 48 50 45 49 42 40 47 41 44 41 48 46 52 50 52 58 58 48 43 39 30 34 32 37 29 28 31 37 33 35 41 41 47 41 38 27 21 16 12 12 5 5 -1 1 1 2 8 7 10 12 15 10 6 -3 -13 -16 -16 -19 -22 -17 -20 -18 -15 -19 -11 -9 -5 -1 -2 -7 -14 -21 -20 -25 -26 -22 -25 -21 -18 -20 -16 -14 -11 -8 -4 -1 -7 -17 -22 -23 -22 -30 -25 -27 -19 -18 -19 -21 -14 -5 -12 -2 -3 4 4 -5 -11 -17 -21 -21 -22 -21 -19 -20 -17 -10 -12 -10 -7 -4 0 6 5 11 8 4 -9 -7 -14 -18 -14 -12 -13 -13 -10 -5 -5 -5
2026-08-08 09:48:47,74,-13 -4 -7 -4 -13 -11 -5 0 -3 -1 -2 1 4 6 -4 -20 -30 -35 -41 -47 -45 -47 -49 -46 -52 -48 -43 -53 -51 -50 -44 -38 -36 -30 -31 -40 -40 -43 -45 -50 -43 -41 -39 -33 -25 -26 -22 -21 -23 -17 -17 -13 -12 -6 -8 -7 -19 -22 -29 -33 -35 -39 -44 -42 -46 -41 -34 -38 -28 -26 -15 -17 -11 -5 2 4 -4 -4 -7 -6 3 8 11 19 19 25 27 31 27 38 40 43 47 44 45 46 36 25 28 24 20 18 22 26 18 21 27 24 26 30 39 43 47 58 64 71 63 57 44 40 35 34 31 37 38 38 33 30 33 37 40 47 56 56 63 72 74 71 67 62 58 51 55 50 49 51 43 41 35 31 34 39 38 43 50 42 48 51 51 36 37 30 19 15 20 19 17 18 22 24 28 35 35 39 41 39 40 33 28 16 3 -4 -6 -13 -17 -12 -19 -13 -13 -15 -10 -13 -15 -14 -16 -11 -8 -7 -7 -11 -13 -15 -15 -12 -10 -3 -5 -4 0 2 7 6 5 4 5 13 6 -3 -12 -21 -31 -34 -45 -46 -54 -50 -56 -53 -59 -60 -61 -55 -57 -53 -50 -50 -46 -50 -52 -59 -61 -61 -66 -64 -64 -58 -52 -47 -40 -31 -20 -19 -2 0 8 12
